date,amount,description
15-06-2025,"? 1,239.76",MICROSOFT - Microsoft 365 Txn J3ONH18MWYBB
05-05-2025,"? 10,511",GOOGLE CLOUD - Google Cloud billing Ref H52U6X107F
16-07-2025,304 INR,NETFLIX - Netflix subscription BLR
20-08-2025,"4,558 INR",VISTARA - Vistara flight BLR
08-02-2025,575,ZOMATO - Zomato food order DEL
03-07-2025,"? 1,689",META ADS - Meta ads spend AHM
29-09-2025,? 200,SLACK - Slack subscription POS/100XF1
05-04-2025,"4,610",FLIPKART - Flipkart office supplies ONLINE/8IZUVE
21-12-2025,890 INR,BIGBASKET - BigBasket groceries ONLINE/RF111A
29-06-2025,"? 6,517",FREELANCER - Freelance services UPI/XK65NR
27-08-2025,"2,233.77",SLACK - Slack subscription ONLINE/0TKKZH
06-06-2025,"14,117",GOOGLE CLOUD - Google Cloud billing AHM
26-01-2025,"? 1,391.75",SLACK - Slack subscription BLR
18-02-2025,"2,958.97",ADOBE - Adobe subscription DEL
19-01-2025,"? 1,728.39",SLACK - Slack subscription POS/V61BJP
15-09-2025,"? 1,835",ATLASSIAN - Atlassian Jira BLR
18-07-2025,"8,832 INR",VISTARA - Vistara flight MUM
05-12-2025,"1,127 INR",UPI - UPI transfer BLR
26-01-2025,837 INR,STARBUCKS - Starbucks coffee ONLINE/6N63EW
05-03-2025,"? 7,962",GOIBIBO - Goibibo booking UPI/WOMOQG
17-08-2025,"5,313.94 INR",UPI - UPI transfer UPI/SL0YE7
01-10-2025,"8,289 INR",IMPS - IMPS transfer POS/282CQY
31-08-2025,? 80,STARBUCKS - Starbucks coffee MUM
04-09-2025,"15,284",UPI - UPI transfer Payment 65ZLBV
01-11-2025,"10,455.71 INR",MAKEMYTRIP - MakeMyTrip booking AHM
20-07-2025,? 821,NOTION - Notion subscription ONLINE/1E1JRW
15-10-2025,"1,515",MICROSOFT - Microsoft 365 UPI/IEEIEN
08-09-2025,144,HDFC - HDFC bank charge UPI/QBJTVP
22-06-2025,"13,367",GOOGLE ADS - Google ads spend BLR
15-02-2025,"1,690",NOTION - Notion subscription DEL
18-07-2025,281.51,ADOBE - Adobe subscription
28-07-2025,279,OLA - Ola ride UPI/AT253H
26-12-2025,"? 7,039",MAKEMYTRIP - MakeMyTrip booking ONLINE/ZUTUEK
07-04-2025,? 239,STARBUCKS - Starbucks coffee Txn CBVC2Z90KVEQ
07-09-2025,? 362,DOMINOS - Dominos pizza POS/P69DXZ
26-07-2025,"2,454",ATLASSIAN - Atlassian Jira DEL
01-08-2025,383,NETFLIX - Netflix subscription ONLINE/MN9966
11-07-2025,"8,102 INR",INDIGO - IndiGo flight Payment LBQXPJ
15-10-2025,500,AWS - AWS cloud charges DEL
10-06-2025,455 INR,SWIGGY - Swiggy food order Ref JC2PD8LHKX
25-08-2025,"7,960.39",NEFT - NEFT transfer Txn WWDGZY5SNTTX
01-12-2025,"1,661 INR",GOIBIBO - Goibibo booking ONLINE/5UE9S7
07-09-2025,"3,131",FREELANCER - Freelance services Payment 24DJ4M
07-01-2025,"? 2,552",MICROSOFT - Microsoft 365 ONLINE/9M6H8T
29-05-2025,"10,915",GOOGLE ADS - Google ads spend AHM
13-09-2025,"? 2,363",ZOOM - Zoom subscription UPI/U5U3YD
09-11-2025,"? 2,136",ZOOM - Zoom subscription UPI/CPZU69
11-10-2025,? 335,SWIGGY - Swiggy food order MUM
01-12-2025,"3,788",IMPS - IMPS transfer ONLINE/V8MSUG
05-02-2025,128 INR,SBI - SBI service charge Payment POINIS
12-12-2025,"8,870 INR",FREELANCER - Freelance services DEL
21-07-2025,741,SLACK - Slack subscription MUM
31-10-2025,"13,011 INR",FREELANCER - Freelance services Payment 4WSQK2
28-06-2025,"1,654.73",ZOOM - Zoom subscription ONLINE/OA67E2
07-08-2025,? 644,ZOOM - Zoom subscription AHM
23-03-2025,"5,362",NEFT - NEFT transfer UPI/GFRLMB
25-01-2025,200,SLACK - Slack subscription Payment V94E1A
28-09-2025,"? 3,223",LEGAL - Legal services Txn HJRTC4K0MQIE
16-08-2025,"? 1,378",ZOOM - Zoom subscription AHM
24-10-2025,"3,707 INR",MAKEMYTRIP - MakeMyTrip booking DEL
11-12-2025,"2,458",LEGAL - Legal services Ref DQDU4C2ZH8
04-12-2025,"? 1,305",LEGAL - Legal services UPI/9UIVNE
31-12-2025,? 553.98,NETFLIX - Netflix subscription
20-04-2025,"10,077",LEGAL - Legal services MUM
15-12-2025,"2,751.86 INR",AMAZON - Amazon office supplies AHM
24-03-2025,50,OLA - Ola ride
15-10-2025,80,KFC - KFC meal POS/W3IKIY
03-07-2025,"6,788",GOOGLE ADS - Google ads spend
26-03-2025,? 308,KFC - KFC meal Txn JBYHOF8CLUT5
20-03-2025,646,GOOGLE ADS - Google ads spend Txn 13YTZB4CX4Y7
29-01-2025,708,SWIGGY - Swiggy food order ONLINE/F4O0E5
17-10-2025,"2,269",AIRTEL - Airtel broadband bill BLR
04-04-2025,"4,358.69 INR",INDIGO - IndiGo flight DEL
28-05-2025,50 INR,UBER - Uber trip UPI/LXGL04
31-03-2025,508.74,NETFLIX - Netflix subscription AHM
18-02-2025,"2,361",JIO - Jio fiber bill AHM
08-10-2025,? 150,IRCTC - IRCTC train booking UPI/GYECWC
27-07-2025,"13,248",GOOGLE ADS - Google ads spend POS/73USKG
23-06-2025,"2,363",WATER - Water bill Payment ANW3V9
02-11-2025,"1,248",ATLASSIAN - Atlassian Jira
15-10-2025,688,ZOMATO - Zomato food order AHM
03-03-2025,716,SWIGGY - Swiggy food order BLR
19-05-2025,497,UPI - UPI transfer ONLINE/OKR7PI
30-06-2025,553.08 INR,NETFLIX - Netflix subscription Txn OXV7C14BA8ML
19-04-2025,676 INR,IRCTC - IRCTC train booking POS/73MFOV
06-10-2025,"3,846",WATER - Water bill BLR
21-01-2025,? 97,ICICI - ICICI bank fee DEL
07-11-2025,"? 5,691",AMAZON - Amazon office supplies Ref MDCQIHVV26
09-11-2025,"2,965 INR",GOIBIBO - Goibibo booking MUM
20-09-2025,860.06,SLACK - Slack subscription DEL
14-04-2025,"? 9,334",UPI - UPI transfer Payment BKZJBL
08-07-2025,"11,263",VISTARA - Vistara flight POS/PLLJLZ
15-06-2025,"1,421 INR",RELIANCE FRESH - Reliance Fresh groceries ONLINE/O3QE8U
01-06-2025,? 252,ATLASSIAN - Atlassian Jira DEL
21-05-2025,"? 2,656.12",ZOOM - Zoom subscription Payment 1YTAB8
28-03-2025,"14,094",GOOGLE CLOUD - Google Cloud billing Ref 0OGBQKS1FY
18-07-2025,500,CA CONSULT - CA consultation ONLINE/65R54A
14-03-2025,"? 10,608.74",GOOGLE CLOUD - Google Cloud billing ONLINE/QFFG0O
08-01-2025,17,ICICI - ICICI bank fee BLR
05-10-2025,? 141,SWIGGY - Swiggy food order AHM
24-08-2025,"? 4,037",CA CONSULT - CA consultation Ref V30P01HOSK
12-09-2025,? 773,GAS - Gas bill Ref EB2RVJRWYZ
13-02-2025,"8,916",LEGAL - Legal services
20-09-2025,"1,135",ZOOM - Zoom subscription AHM
24-06-2025,"4,099",GOOGLE ADS - Google ads spend UPI/D4D3C2
23-01-2025,306,SPOTIFY - Spotify subscription
25-12-2025,200,JIO - Jio fiber bill POS/XUDPFG
08-02-2025,? 411.64,NOTION - Notion subscription UPI/WLTVTW
08-04-2025,"1,156 INR",RELIANCE FRESH - Reliance Fresh groceries UPI/1I48AF
14-07-2025,"? 3,849.98",VISTARA - Vistara flight DEL
27-03-2025,279 INR,ZOMATO - Zomato food order Txn 0V527M7K4A6L
25-02-2025,"1,104 INR",MICROSOFT - Microsoft 365 POS/NT4E6I
03-06-2025,? 200,ELECTRICITY - Electricity bill MUM
06-08-2025,"? 1,503",BIGBASKET - BigBasket groceries BLR
09-08-2025,"1,421 INR",GAS - Gas bill Ref C9CLK3R1GL
05-01-2025,"24,779",GOOGLE ADS - Google ads spend Txn PBUEMSB600CK
06-06-2025,"? 3,897.07",UPI - UPI transfer BLR
02-08-2025,250 INR,HDFC - HDFC bank charge Txn 2RC0I182JQA7
28-09-2025,? 482,ELECTRICITY - Electricity bill AHM
18-07-2025,"2,875",ATLASSIAN - Atlassian Jira UPI/QI2LAO
19-03-2025,"? 8,903",IMPS - IMPS transfer BLR
09-07-2025,864.4,WATER - Water bill Txn M9WRN8IX9M3X
11-09-2025,? 150,FLIPKART - Flipkart office supplies Txn ORXCVB178YJ9
17-06-2025,"? 4,147.71",META ADS - Meta ads spend DEL
02-07-2025,"11,714",INDIGO - IndiGo flight
27-03-2025,500,CA CONSULT - CA consultation POS/CGPB8M
17-01-2025,203,ICICI - ICICI bank fee POS/FLGBWS
16-08-2025,"1,200",VISTARA - Vistara flight Payment EHX40P
21-03-2025,"? 20,489",IMPS - IMPS transfer Ref 8X7VQCDAXM
06-03-2025,"1,841 INR",FREELANCER - Freelance services DEL
27-10-2025,"? 3,490",ZOOM - Zoom subscription Payment 9JMRI2
17-03-2025,"? 2,765.86",ZOOM - Zoom subscription DEL
13-04-2025,"? 9,035",LEGAL - Legal services Txn 0DEFYO9NX9NQ
12-01-2025,"1,001",NOTION - Notion subscription
14-01-2025,50,UPI - UPI transfer BLR
15-03-2025,"? 3,756.03",INDIGO - IndiGo flight BLR
15-07-2025,? 751,MICROSOFT - Microsoft 365
20-10-2025,"2,291.03",GOOGLE CLOUD - Google Cloud billing UPI/8IU46W
18-07-2025,"2,240 INR",BIGBASKET - BigBasket groceries UPI/0FSC1L
31-12-2025,"2,616.52",GAS - Gas bill MUM
07-03-2025,"? 6,021",GOOGLE ADS - Google ads spend DEL
09-07-2025,91,ICICI - ICICI bank fee UPI/F3W1FM
19-02-2025,"? 3,944",LEGAL - Legal services BLR
19-01-2025,583,JIO - Jio fiber bill POS/ZVOPAK
11-11-2025,"1,570 INR",GITHUB - GitHub subscription ONLINE/J367BE
22-10-2025,"? 4,697",FREELANCER - Freelance services
09-05-2025,? 392,NETFLIX - Netflix subscription UPI/MB45Y7
22-10-2025,"? 13,072.97",CA CONSULT - CA consultation Payment KJ6B0C
01-03-2025,"6,956",FREELANCER - Freelance services ONLINE/99PLOQ
30-05-2025,? 488,STARBUCKS - Starbucks coffee ONLINE/M1LCBA
12-02-2025,"6,783 INR",NEFT - NEFT transfer ONLINE/QI47PG
11-08-2025,"7,473",META ADS - Meta ads spend
09-03-2025,50 INR,UPI - UPI transfer BLR
18-02-2025,"10,958",CA CONSULT - CA consultation DEL
18-09-2025,? 536,NETFLIX - Netflix subscription ONLINE/E93SRU
20-03-2025,"1,244",WATER - Water bill MUM
06-07-2025,50,IMPS - IMPS transfer ONLINE/HWVOOL
28-08-2025,51,SBI - SBI service charge POS/TL937E
21-09-2025,336,NETFLIX - Netflix subscription MUM
20-10-2025,"? 26,413",META ADS - Meta ads spend Payment JXA7T4
04-09-2025,"1,630",JIO - Jio fiber bill
02-10-2025,792,AIRTEL - Airtel broadband bill Txn GM0QQB23850L
09-07-2025,"? 6,819",INDIGO - IndiGo flight AHM
12-02-2025,"? 3,017",CA CONSULT - CA consultation DEL
29-06-2025,"1,781.20",ZOOM - Zoom subscription Txn DQ6W7RQNHEVW
13-06-2025,585,SPOTIFY - Spotify subscription
16-08-2025,"16,234",AWS - AWS cloud charges Txn G7LWBNCRQ8PD
17-07-2025,"25,790",META ADS - Meta ads spend Txn PTCNJVE789E1
14-05-2025,706,DOMINOS - Dominos pizza Txn MTH2U7VZ3XFY
19-03-2025,"9,555",CA CONSULT - CA consultation Ref FM6DCLHBTE
04-04-2025,500,GOOGLE ADS - Google ads spend Ref SOLA7AZOR9
15-12-2025,"16,705",AWS - AWS cloud charges Payment H7193H
08-02-2025,50 INR,IMPS - IMPS transfer Txn 5Y0P1T6S9ZX9
30-05-2025,254 INR,IRCTC - IRCTC train booking Payment S0BFEQ
30-09-2025,"? 2,169",GAS - Gas bill DEL
17-11-2025,"? 5,723",GOOGLE CLOUD - Google Cloud billing
01-01-2025,"6,087",INDIGO - IndiGo flight BLR
12-11-2025,464,OLA - Ola ride POS/YGQNX8
02-12-2025,"7,024 INR",AMAZON - Amazon office supplies Txn HIQ9HU2R92K7
07-03-2025,222,KFC - KFC meal Txn SHAD7DEZWHY2
22-07-2025,353,SPOTIFY - Spotify subscription Payment Z9K9ZJ
09-06-2025,631 INR,DMART - DMart groceries Txn NDACUZ9EK2WC
13-11-2025,"? 1,907",GOOGLE CLOUD - Google Cloud billing DEL
22-05-2025,290.10 INR,FLIPKART - Flipkart office supplies UPI/WDVVH8
26-02-2025,212,ICICI - ICICI bank fee Ref 06TVJWP0O7
02-09-2025,"1,577 INR",ATLASSIAN - Atlassian Jira DEL
22-06-2025,"1,725",ADOBE - Adobe subscription POS/6AF8SU
23-12-2025,"1,208",NOTION - Notion subscription ONLINE/REKL3Q
18-10-2025,500 INR,AWS - AWS cloud charges AHM
25-07-2025,"? 9,524",GOOGLE CLOUD - Google Cloud billing ONLINE/8VI8Y4
13-11-2025,"16,844",GOOGLE CLOUD - Google Cloud billing Ref TY6SE3DJMP
23-04-2025,"5,878",FLIPKART - Flipkart office supplies MUM
01-04-2025,"? 11,294",AWS - AWS cloud charges UPI/QF5O7J
08-12-2025,"? 2,213",ATLASSIAN - Atlassian Jira MUM
12-04-2025,? 237,OLA - Ola ride POS/8W1M2J
03-06-2025,"2,579",ATLASSIAN - Atlassian Jira MUM
28-08-2025,"1,222",RELIANCE FRESH - Reliance Fresh groceries POS/M1KNCA
07-06-2025,"? 1,811",GOIBIBO - Goibibo booking MUM
14-03-2025,"7,587 INR",GOOGLE CLOUD - Google Cloud billing DEL
05-07-2025,"2,468",JIO - Jio fiber bill ONLINE/257J9A
29-09-2025,500,GOOGLE ADS - Google ads spend AHM
14-01-2025,460 INR,MICROSOFT - Microsoft 365 Txn 9XRTJ6340TEX
03-11-2025,538,NETFLIX - Netflix subscription DEL
11-09-2025,"1,373 INR",RELIANCE FRESH - Reliance Fresh groceries POS/4YQL2I
25-02-2025,"2,258",FLIPKART - Flipkart office supplies
26-08-2025,"6,776 INR",VISTARA - Vistara flight Txn MWCDUC4J9CYW
17-07-2025,"? 3,486.59",IMPS - IMPS transfer
09-03-2025,"? 12,270",UPI - UPI transfer AHM
09-07-2025,474,DOMINOS - Dominos pizza ONLINE/8052UM
25-01-2025,408.93,SWIGGY - Swiggy food order ONLINE/32ZNX3
02-05-2025,200 INR,NOTION - Notion subscription POS/CWP2BG
07-10-2025,"? 4,805",AMAZON - Amazon office supplies Txn 27JDINONUW5N
05-05-2025,"? 2,182",RELIANCE FRESH - Reliance Fresh groceries Txn XC805YQ0KDKW
01-11-2025,"6,783",LEGAL - Legal services ONLINE/DZD535
09-02-2025,863,DMART - DMart groceries DEL
17-09-2025,109,OLA - Ola ride Txn JJ74XTXE8EZW
05-09-2025,"5,127 INR",FREELANCER - Freelance services Payment 5ERO0Q
14-04-2025,97,UBER - Uber trip Ref XN7XO30VVC
24-11-2025,"? 1,610",GAS - Gas bill AHM
04-01-2025,"? 2,954.30",GAS - Gas bill Txn K64SWFYTN77R
06-06-2025,"21,553.04",META ADS - Meta ads spend Payment K1IT49
28-02-2025,483 INR,STARBUCKS - Starbucks coffee MUM
13-03-2025,"? 2,417",JIO - Jio fiber bill POS/GI9IOC
18-04-2025,"2,806",AIRTEL - Airtel broadband bill
09-12-2025,? 668,NOTION - Notion subscription Ref V8HMT6V46Z
09-05-2025,"? 1,434",DMART - DMart groceries MUM
04-05-2025,"? 6,423",INDIGO - IndiGo flight
08-03-2025,"? 5,436",INDIGO - IndiGo flight DEL
30-07-2025,? 419,RELIANCE FRESH - Reliance Fresh groceries Ref UINV7K0YSX
30-11-2025,"1,672",RELIANCE FRESH - Reliance Fresh groceries DEL
21-10-2025,"1,740",ELECTRICITY - Electricity bill Payment RA5NVN
01-07-2025,"? 11,596",AWS - AWS cloud charges UPI/1I9Y5N
21-12-2025,"4,908",NEFT - NEFT transfer ONLINE/KR4OTI
22-05-2025,? 500,GOOGLE CLOUD - Google Cloud billing POS/WNYEEG
12-05-2025,"? 6,412",MAKEMYTRIP - MakeMyTrip booking AHM
16-01-2025,? 505.24,ZOMATO - Zomato food order AHM
14-05-2025,500,GOOGLE CLOUD - Google Cloud billing DEL
27-01-2025,? 234,AIRTEL - Airtel broadband bill
17-10-2025,"1,265",MICROSOFT - Microsoft 365 UPI/7X65WS
10-05-2025,214 INR,ICICI - ICICI bank fee POS/OZJK91
05-08-2025,405,ZOMATO - Zomato food order ONLINE/NVKVLZ
17-12-2025,568,ZOMATO - Zomato food order UPI/LR426Y
08-06-2025,520,UBER - Uber trip BLR
02-10-2025,"2,501",GOIBIBO - Goibibo booking
19-12-2025,"? 1,137",ZOOM - Zoom subscription Ref KXLUYQ07GY
13-11-2025,303 INR,UBER - Uber trip POS/WPWA3N
19-11-2025,154 INR,ICICI - ICICI bank fee ONLINE/9JYOIP
07-04-2025,? 266,ZOMATO - Zomato food order
06-12-2025,"10,944",INDIGO - IndiGo flight MUM
19-06-2025,"9,788 INR",MAKEMYTRIP - MakeMyTrip booking DEL
08-09-2025,455,STARBUCKS - Starbucks coffee AHM
31-08-2025,? 500,LEGAL - Legal services MUM
27-02-2025,464,SPOTIFY - Spotify subscription Ref XG9UO1TG0B
25-12-2025,? 775.51,IRCTC - IRCTC train booking BLR
16-12-2025,10,SBI - SBI service charge ONLINE/IF0M00
12-01-2025,439,NETFLIX - Netflix subscription POS/TG53MO
25-08-2025,843 INR,SLACK - Slack subscription AHM
03-06-2025,"1,200",INDIGO - IndiGo flight Txn XRM7G2OG98P4
16-03-2025,"? 8,117",NEFT - NEFT transfer MUM
18-03-2025,"? 5,085.29",CA CONSULT - CA consultation BLR
29-03-2025,? 762,IRCTC - IRCTC train booking
03-08-2025,? 337,ZOMATO - Zomato food order DEL
21-07-2025,"? 2,238",SLACK - Slack subscription MUM
21-12-2025,559 INR,NETFLIX - Netflix subscription Payment DWDMN6
20-04-2025,"? 6,020",UPI - UPI transfer DEL
12-01-2025,531 INR,KFC - KFC meal
17-12-2025,500,CA CONSULT - CA consultation Ref QV451KL3CX
10-02-2025,"? 2,629.66",AIRTEL - Airtel broadband bill UPI/X0Q0IA
17-03-2025,? 733.37,NOTION - Notion subscription BLR
02-08-2025,"1,299.59",SLACK - Slack subscription Ref 98BTXMU00U
08-05-2025,870,STARBUCKS - Starbucks coffee
18-03-2025,50 INR,UPI - UPI transfer Txn AX33SMIURL3O
06-02-2025,200,ADOBE - Adobe subscription POS/AUW5K6
09-09-2025,904,DOMINOS - Dominos pizza DEL
10-07-2025,"8,066.50",INDIGO - IndiGo flight Txn 9HJOFEZ4ZZVY
14-02-2025,475,KFC - KFC meal BLR
23-06-2025,81,HDFC - HDFC bank charge MUM
12-06-2025,"1,267",JIO - Jio fiber bill ONLINE/JWP041
08-12-2025,50,UPI - UPI transfer Ref 3ABG9V59SO
16-07-2025,"1,715 INR",IMPS - IMPS transfer Txn 5Y51RI3ZUSO2
20-05-2025,? 10,SBI - SBI service charge Payment JB2FY1
23-02-2025,"1,639.65",FLIPKART - Flipkart office supplies MUM
20-08-2025,"10,084",LEGAL - Legal services
13-07-2025,"3,042",FLIPKART - Flipkart office supplies Ref YZSC5N7SPV
06-06-2025,428 INR,DOMINOS - Dominos pizza Txn L6F2QZP4AU5W
09-03-2025,"? 2,445",FREELANCER - Freelance services Payment FYQNN4
18-09-2025,"1,349",DMART - DMart groceries BLR
05-05-2025,? 443,KFC - KFC meal Ref NHMPKOITRY
11-08-2025,182,OLA - Ola ride Txn XNQQTXZI358L
05-08-2025,189.79,KFC - KFC meal
01-06-2025,? 113,UBER - Uber trip BLR
19-08-2025,"12,700.12 INR",INDIGO - IndiGo flight DEL
22-11-2025,"? 4,99,500",AWS - Unexpected usage surge ONLINE/ZG3V5U
18-02-2025,50 INR,IMPS - IMPS transfer MUM
12-05-2025,"3,862",INDIGO - IndiGo flight POS/Z16ZKQ
05-08-2025,459,KFC - KFC meal Payment L7JD63
28-04-2025,"9,373",MAKEMYTRIP - MakeMyTrip booking MUM
17-09-2025,"2,547.73 INR",GAS - Gas bill BLR
20-10-2025,"8,884 INR",GOIBIBO - Goibibo booking ONLINE/D6H6CL
22-07-2025,293,UBER - Uber trip MUM
26-07-2025,124 INR,ICICI - ICICI bank fee DEL
21-01-2025,"23,146",META ADS - Meta ads spend DEL
27-06-2025,461.55 INR,OLA - Ola ride Payment UYV3B5
23-06-2025,366,UBER - Uber trip Txn CRRFSWUVDWOK
29-03-2025,"7,132 INR",AWS - AWS cloud charges Payment HGULM5
24-03-2025,"? 2,701",AIRTEL - Airtel broadband bill POS/5P4SHO
27-02-2025,? 207,OLA - Ola ride POS/361S17
28-12-2025,"? 9,999",IMPS - Repeated transfer batch 2 UPI/I74L4A
09-06-2025,"2,333",BIGBASKET - BigBasket groceries BLR
26-04-2025,372,NETFLIX - Netflix subscription
06-12-2025,"? 2,101",ADOBE - Adobe subscription Txn SMBDFKJ7HJX9
18-06-2025,620,STARBUCKS - Starbucks coffee BLR
25-03-2025,"? 14,988",GOOGLE ADS - Google ads spend Payment L9OISN
07-09-2025,"? 1,350",INDIGO - IndiGo flight Txn NUVAW9P80RV1
07-02-2025,"11,985",LEGAL - Legal services POS/CLZ91B
04-03-2025,"? 1,054",BIGBASKET - BigBasket groceries POS/JV29VT
27-10-2025,815,ZOOM - Zoom subscription Payment DCDT0G
17-03-2025,"? 1,845",NOTION - Notion subscription AHM
15-03-2025,544.59,ATLASSIAN - Atlassian Jira POS/6P161Y
15-04-2025,700,STARBUCKS - Starbucks coffee UPI/GTZ9MQ
05-10-2025,"11,711.17 INR",INDIGO - IndiGo flight ONLINE/3DHHA5
14-03-2025,186,SBI - SBI service charge BLR
22-08-2025,"11,634",GOIBIBO - Goibibo booking UPI/HBA117
23-12-2025,"? 1,882",GAS - Gas bill Ref E10INYIPYN
07-06-2025,"2,703",GAS - Gas bill DEL
03-06-2025,? 307.12,IRCTC - IRCTC train booking AHM
16-11-2025,"8,551",CA CONSULT - CA consultation AHM
24-08-2025,"? 16,048.21",IMPS - IMPS transfer Payment ZIF3O9
27-07-2025,? 10,HDFC - HDFC bank charge Ref 3N1O6VU0KW
06-06-2025,? 500,FREELANCER - Freelance services
10-06-2025,"? 1,315",ELECTRICITY - Electricity bill MUM
03-09-2025,"? 2,75,000",GOOGLE ADS - Sudden campaign spike Txn LDZB5IU1IFVR
01-04-2025,"? 1,098",DMART - DMart groceries ONLINE/7NAKRI
20-02-2025,"2,155",AIRTEL - Airtel broadband bill POS/QKFX2H
31-05-2025,"4,458 INR",AMAZON - Amazon office supplies AHM
19-01-2025,"5,514",AMAZON - Amazon office supplies UPI/C3P1VY
05-12-2025,"? 8,897",CA CONSULT - CA consultation POS/TTF4AH
27-08-2025,? 24,ICICI - ICICI bank fee UPI/M3IV6V
22-03-2025,"1,604",SLACK - Slack subscription ONLINE/AT0SIN
26-06-2025,"1,699.54 INR",AMAZON - Amazon office supplies MUM
10-01-2025,"? 5,341",FREELANCER - Freelance services POS/5VYZSZ
26-05-2025,"2,207",ELECTRICITY - Electricity bill ONLINE/CWWRFF
15-09-2025,719,WATER - Water bill Txn OYYK0K0UTI9G
10-12-2025,"2,024",BIGBASKET - BigBasket groceries ONLINE/P6EJL1
01-03-2025,? 200,DMART - DMart groceries UPI/TYW4C2
25-08-2025,685 INR,BIGBASKET - BigBasket groceries ONLINE/R13SGH
07-02-2025,"? 1,343",NOTION - Notion subscription AHM
06-04-2025,"? 1,466",RELIANCE FRESH - Reliance Fresh groceries Txn TY6XBIZ7LT03
12-04-2025,"1,380 INR",ZOOM - Zoom subscription MUM
17-09-2025,"? 1,471",BIGBASKET - BigBasket groceries AHM
16-06-2025,? 521.41,SWIGGY - Swiggy food order Ref 1R49GDABYE
02-01-2025,? 475,UBER - Uber trip
23-05-2025,"? 15,372",GOOGLE ADS - Google ads spend UPI/B7NIRN
04-11-2025,"6,955",GOIBIBO - Goibibo booking
16-05-2025,"? 1,341",MICROSOFT - Microsoft 365 AHM
11-02-2025,"? 6,969",FREELANCER - Freelance services Ref S9CDRDMNGA
03-11-2025,274,STARBUCKS - Starbucks coffee Payment C2NMRL
16-07-2025,"2,048",ELECTRICITY - Electricity bill
29-06-2025,"2,211",NOTION - Notion subscription Payment OBE5IB
18-06-2025,"6,497",GOOGLE CLOUD - Google Cloud billing Payment MI5ND0
14-06-2025,"2,281.59 INR",GOOGLE CLOUD - Google Cloud billing MUM
05-09-2025,? 210,DOMINOS - Dominos pizza
12-02-2025,156,SPOTIFY - Spotify subscription Txn 9TI4X1IYCGBL
29-07-2025,"1,799",RELIANCE FRESH - Reliance Fresh groceries POS/G753HP
13-07-2025,"2,684 INR",INDIGO - IndiGo flight DEL
15-06-2025,540 INR,ZOMATO - Zomato food order BLR
16-12-2025,? 693,KFC - KFC meal BLR
03-01-2025,"? 7,246",FREELANCER - Freelance services BLR
17-10-2025,"1,203",BIGBASKET - BigBasket groceries MUM
25-06-2025,? 42,HDFC - HDFC bank charge ONLINE/V9OHAT
03-12-2025,? 758.13,IRCTC - IRCTC train booking Ref 46M42WIDFM
08-04-2025,"? 1,832",JIO - Jio fiber bill Txn 8MQTATEST3SJ
16-09-2025,521,UBER - Uber trip Txn VIOJMSWPGJ37
29-06-2025,"2,909 INR",AIRTEL - Airtel broadband bill Ref 9YAW201463
01-11-2025,468,NETFLIX - Netflix subscription BLR
09-10-2025,"4,423",GOOGLE CLOUD - Google Cloud billing BLR
23-05-2025,"6,884",GOOGLE CLOUD - Google Cloud billing AHM
23-08-2025,? 744.95,SWIGGY - Swiggy food order BLR
12-01-2025,158,ICICI - ICICI bank fee Payment YKOU36
29-09-2025,"2,309",MICROSOFT - Microsoft 365 Txn 9RFD2XFP2DLC
04-12-2025,448,KFC - KFC meal ONLINE/S9RZSX
27-01-2025,56,SBI - SBI service charge AHM
30-01-2025,500,GOOGLE CLOUD - Google Cloud billing Txn 3SLTHY9R4AAA
11-09-2025,"1,048 INR",ZOOM - Zoom subscription BLR
29-05-2025,"? 10,508",NEFT - NEFT transfer Ref M5KGZJ9TKZ
05-02-2025,"? 48,750",ZOMATO - Catering / bulk order for event Txn KY26MQ70JQ6T
23-08-2025,"? 1,945.04",ATLASSIAN - Atlassian Jira BLR
22-08-2025,? 207,HDFC - HDFC bank charge Txn OHKRX5BOBKXL
07-07-2025,50 INR,UBER - Uber trip Txn 4DMCUHZ6Z236
08-04-2025,"? 2,212",AWS - AWS cloud charges Txn K9CZTTK42NJF
02-12-2025,"1,070.93 INR",ATLASSIAN - Atlassian Jira UPI/MD3TLV
23-01-2025,? 456,KFC - KFC meal DEL
17-09-2025,492,NETFLIX - Netflix subscription BLR
07-03-2025,"2,051",MICROSOFT - Microsoft 365 ONLINE/P5OV5C
08-01-2025,"? 1,065",ATLASSIAN - Atlassian Jira AHM
