date,amount,description
2025-09-08,381,STARBUCKS - Starbucks coffee DEL
2025-11-22,51,SBI - SBI service charge Txn QFDVDAHWBLPW
2025-05-12,₹500,CA CONSULT - CA consultation POS/CSTEGZ
2025-06-28,"1,378",ELECTRICITY - Electricity bill BLR
2025-12-17,"₹6,746.93",AWS - AWS cloud charges
2025-09-04,310,STARBUCKS - Starbucks coffee Txn O44GPF0J1QO3
2025-01-19,"4,254",IMPS - IMPS transfer Ref 9AY26SIZLU
2025-09-14,"₹6,524",GOOGLE ADS - Google ads spend POS/VNWEVM
2025-08-16,"5,939",UPI - UPI transfer AHM
2025-03-13,941,LEGAL - Legal services Ref 6ECUS3FDHA
2025-02-21,"1,340.34",BIGBASKET - BigBasket groceries AHM
2025-02-21,₹481,SWIGGY - Swiggy food order POS/3VM3KX
2025-04-05,"1,226 INR",NOTION - Notion subscription
2025-10-17,"3,232",FLIPKART - Flipkart office supplies DEL
2025-10-04,₹280,OLA - Ola ride Ref 7VT63I6PVG
2025-12-01,"4,662 INR",NEFT - NEFT transfer Ref FM20Z56VW7
2025-05-09,462.36 INR,ADOBE - Adobe subscription BLR
2025-02-20,"₹2,411",ZOOM - Zoom subscription UPI/B86FJA
2025-07-02,"₹15,749",AWS - AWS cloud charges MUM
2025-12-15,"2,278",GAS - Gas bill POS/W0LZ5W
2025-02-28,725,DOMINOS - Dominos pizza DEL
2025-03-15,₹498,SPOTIFY - Spotify subscription Payment CUN4GN
2025-01-09,598 INR,SPOTIFY - Spotify subscription ONLINE/RHPGIE
2025-03-28,"1,840",GITHUB - GitHub subscription POS/FW4WZN
2025-01-02,495,SWIGGY - Swiggy food order Txn 8WZWGZCEQ6XV
2025-06-16,"1,060.28 INR",DMART - DMart groceries ONLINE/74QER3
2025-01-22,"₹2,810",ZOOM - Zoom subscription Txn 5BBF3X4Y6G9D
2025-11-20,"₹7,098",CA CONSULT - CA consultation Ref 2ANS14DKRR
2025-10-18,452,RELIANCE FRESH - Reliance Fresh groceries Txn HGZFJM43OCFS
2025-09-09,"1,720.72",AMAZON - Amazon office supplies ONLINE/2D1DFC
2025-05-19,"1,487",FREELANCER - Freelance services BLR
2025-07-25,"₹11,280",INDIGO - IndiGo flight ONLINE/A0OMAR
2025-10-04,₹683,ZOMATO - Zomato food order ONLINE/LBSCOC
2025-04-11,"₹8,462",NEFT - NEFT transfer BLR
2025-11-30,₹984,FLIPKART - Flipkart office supplies Txn KJ6Y4VDPOVJ2
2025-08-04,"₹3,139.66",FREELANCER - Freelance services BLR
2025-09-28,₹218,ICICI - ICICI bank fee ONLINE/R77K6U
2025-05-04,472,SPOTIFY - Spotify subscription UPI/1GS13J
2025-12-21,"8,040",FLIPKART - Flipkart office supplies DEL
2025-01-24,336,DOMINOS - Dominos pizza POS/ADW2MU
2025-12-21,235,UBER - Uber trip MUM
2025-12-04,₹50,IMPS - IMPS transfer UPI/ZC6FTN
2025-02-22,724,ZOMATO - Zomato food order POS/OYKZFJ
2025-12-07,"6,651.72 INR",FREELANCER - Freelance services Ref MZT8AH22GH
2025-01-16,"11,597 INR",CA CONSULT - CA consultation Payment C88BXW
2025-12-17,"1,854",WATER - Water bill
2025-01-30,850,SLACK - Slack subscription AHM
2025-01-14,58 INR,OLA - Ola ride Txn 1HX2MIM9GD8T
2025-06-09,"₹1,678",ATLASSIAN - Atlassian Jira Payment YQ0PAF
2025-05-02,₹50,UBER - Uber trip DEL
2025-10-25,"2,521.51",AIRTEL - Airtel broadband bill UPI/NHNLAS
2025-07-04,₹276.82,KFC - KFC meal MUM
2025-06-28,₹200,ATLASSIAN - Atlassian Jira Txn B8WLFYA51SAP
2025-09-28,₹816.98,ATLASSIAN - Atlassian Jira Payment VF6OZR
2025-06-15,"3,851",LEGAL - Legal services AHM
2025-06-08,"₹1,031",DMART - DMart groceries BLR
2025-08-17,"3,722",NEFT - NEFT transfer Ref BTI4RVKNV9
2025-08-21,150,IRCTC - IRCTC train booking Payment 01G8JE
2025-07-21,519 INR,SPOTIFY - Spotify subscription UPI/DZJNUM
2025-08-01,₹553.56,KFC - KFC meal
2025-06-12,"1,251",RELIANCE FRESH - Reliance Fresh groceries Ref T7PG5KF6PM
2025-10-21,"12,862",INDIGO - IndiGo flight Ref 8ZIE63OC8W
2025-03-02,"₹1,349",DMART - DMart groceries UPI/95SJE9
2025-05-21,200,GAS - Gas bill Ref ASIH6VHGVH
2025-10-14,758,SWIGGY - Swiggy food order Ref YK3HJHTTOJ
2025-07-09,"14,478.88",META ADS - Meta ads spend DEL
2025-03-16,₹254.79,NETFLIX - Netflix subscription BLR
2025-12-01,₹76,HDFC - HDFC bank charge UPI/G9VOF1
2025-09-03,500 INR,GOOGLE ADS - Google ads spend BLR
2025-08-07,123 INR,ICICI - ICICI bank fee
2025-12-16,"₹1,200",MAKEMYTRIP - MakeMyTrip booking POS/B1VMHD
2025-07-20,"1,793 INR",GAS - Gas bill Payment ME4HN6
2025-12-26,"1,429",NOTION - Notion subscription Ref VQR64NC5E9
2025-11-30,443 INR,STARBUCKS - Starbucks coffee AHM
2025-06-26,115.01,IMPS - IMPS transfer MUM
2025-05-29,"6,950",NEFT - NEFT transfer MUM
2025-02-13,"₹4,052",IMPS - IMPS transfer Ref UFDKZZD8B4
2025-06-17,"7,988 INR",VISTARA - Vistara flight DEL
2025-07-03,"5,627 INR",FREELANCER - Freelance services Payment JJEDKK
2025-01-24,"9,065",GOIBIBO - Goibibo booking AHM
2025-05-23,₹967,DMART - DMart groceries POS/49MX70
2025-06-18,"₹1,055",MICROSOFT - Microsoft 365 Txn XGOMKDLFYD6O
2025-11-28,"₹1,041",ZOMATO - Zomato food order
2025-12-03,"3,330",FLIPKART - Flipkart office supplies
2025-08-06,₹946.11,ATLASSIAN - Atlassian Jira MUM
2025-03-28,499,ZOMATO - Zomato food order
2025-10-20,482.98 INR,KFC - KFC meal ONLINE/UW6HN2
2025-06-05,"6,670",FREELANCER - Freelance services BLR
2025-07-10,"1,989.33",AIRTEL - Airtel broadband bill UPI/LVMPNF
2025-12-08,242,HDFC - HDFC bank charge Txn BISD6HNEDNX1
2025-12-08,"9,768 INR",AWS - AWS cloud charges
2025-08-16,43 INR,ICICI - ICICI bank fee BLR
2025-06-01,"2,589",JIO - Jio fiber bill
2025-05-15,247 INR,BIGBASKET - BigBasket groceries DEL
2025-12-04,"3,876",FLIPKART - Flipkart office supplies DEL
2025-10-19,"10,355 INR",MAKEMYTRIP - MakeMyTrip booking AHM
2025-09-06,"2,100.33",ADOBE - Adobe subscription POS/SYJRTO
2025-11-03,₹236,SBI - SBI service charge MUM
2025-09-25,"₹13,496",FREELANCER - Freelance services DEL
2025-11-01,619,SPOTIFY - Spotify subscription DEL
2025-03-09,"4,415",FLIPKART - Flipkart office supplies AHM
2025-03-31,₹215,OLA - Ola ride
2025-10-04,"₹11,012.33",IMPS - IMPS transfer POS/VYTKQP
2025-09-06,"2,810",VISTARA - Vistara flight MUM
2025-07-14,"₹3,988",GOIBIBO - Goibibo booking POS/19BKXC
2025-09-03,₹139,ICICI - ICICI bank fee Ref WHJO9963WD
2025-01-25,₹212,ICICI - ICICI bank fee MUM
2025-04-16,₹194,ICICI - ICICI bank fee Ref ENOR72APYV
2025-02-13,"₹2,268.28",ADOBE - Adobe subscription POS/OQU29N
2025-05-22,₹200,ZOOM - Zoom subscription Payment EPOLES
2025-08-18,₹162,HDFC - HDFC bank charge BLR
2025-11-30,428,SWIGGY - Swiggy food order
2025-01-17,"7,067",GOIBIBO - Goibibo booking Payment 9XKRRY
2025-04-14,₹742,RELIANCE FRESH - Reliance Fresh groceries BLR
2025-08-02,"1,884",NOTION - Notion subscription
2025-12-30,"2,372",GOOGLE ADS - Google ads spend POS/ZDQ0PP
2025-09-28,"10,121 INR",LEGAL - Legal services Ref JO7FYEZFX4
2025-06-10,"₹6,518",GOIBIBO - Goibibo booking AHM
2025-12-10,701,ADOBE - Adobe subscription
2025-08-13,987,ZOOM - Zoom subscription DEL
2025-07-17,₹159,DOMINOS - Dominos pizza AHM
2025-09-28,633 INR,STARBUCKS - Starbucks coffee Txn 4BUSSDPDV6L8
2025-02-23,228,DOMINOS - Dominos pizza BLR
2025-04-03,233,KFC - KFC meal Ref L22I2Z1X64
2025-02-16,"₹10,296",LEGAL - Legal services BLR
2025-05-05,50,NEFT - NEFT transfer BLR
2025-12-09,"₹3,769",META ADS - Meta ads spend Ref G72161GFRK
2025-01-25,"7,421",MAKEMYTRIP - MakeMyTrip booking AHM
2025-11-06,"1,200 INR",MAKEMYTRIP - MakeMyTrip booking Ref GCN9H27HAJ
2025-02-02,"₹9,813",AWS - AWS cloud charges DEL
2025-02-13,539,STARBUCKS - Starbucks coffee AHM
2025-11-30,₹743,SLACK - Slack subscription AHM
2025-01-20,80,STARBUCKS - Starbucks coffee Payment HM6CFL
2025-01-07,"2,875 INR",ATLASSIAN - Atlassian Jira BLR
2025-07-28,₹150.01,ICICI - ICICI bank fee POS/0W1GX9
2025-05-29,155,HDFC - HDFC bank charge AHM
2025-09-20,"1,334",ATLASSIAN - Atlassian Jira ONLINE/F2WPD2
2025-12-30,108,SBI - SBI service charge Payment FJK2EG
2025-05-29,₹200,DMART - DMart groceries MUM
2025-04-15,244,ATLASSIAN - Atlassian Jira
2025-12-24,410.68,NETFLIX - Netflix subscription DEL
2025-09-14,"21,778 INR",GOOGLE ADS - Google ads spend POS/VLVZPT
2025-03-09,230,UBER - Uber trip AHM
2025-08-01,"2,594",CA CONSULT - CA consultation BLR
2025-06-11,"15,682",FREELANCER - Freelance services ONLINE/V89862
2025-02-05,557,NETFLIX - Netflix subscription POS/QGXAXX
2025-11-04,₹195,KFC - KFC meal UPI/R51ORK
2025-03-21,"₹3,499",CA CONSULT - CA consultation POS/4MPBDT
2025-10-16,"1,599",WATER - Water bill UPI/Z21VA7
2025-05-11,392 INR,ZOMATO - Zomato food order Ref WCI4BI80LL
2025-04-24,"5,747",VISTARA - Vistara flight MUM
2025-04-12,562,DOMINOS - Dominos pizza DEL
2025-12-31,"₹1,152",GAS - Gas bill Payment GX5NZ9
2025-06-30,72 INR,HDFC - HDFC bank charge Txn IORFHNBU867Q
2025-03-22,"6,964.80",INDIGO - IndiGo flight ONLINE/CEX947
2025-10-17,"₹8,950.30",GOIBIBO - Goibibo booking DEL
2025-02-25,11.47 INR,SBI - SBI service charge POS/YRNH09
2025-09-14,"2,211 INR",JIO - Jio fiber bill
2025-06-04,349,SLACK - Slack subscription Ref XDVN6TEIL3
2025-05-23,"₹25,045",LEGAL - Legal services Ref VG4HHC4GJF
2025-07-20,"1,171 INR",GITHUB - GitHub subscription DEL
2025-02-04,"9,617",GOOGLE CLOUD - Google Cloud billing Payment LL2QF3
2025-04-27,"₹1,242",FLIPKART - Flipkart office supplies DEL
2025-08-03,200,GITHUB - GitHub subscription ONLINE/MZ8X4N
2025-09-06,"2,349",GAS - Gas bill Txn N42XWVWACLD7
2025-08-17,₹356,NETFLIX - Netflix subscription ONLINE/F30VVS
2025-05-09,150,FLIPKART - Flipkart office supplies MUM
2025-02-06,"1,302 INR",ADOBE - Adobe subscription BLR
2025-02-18,₹447.93,ZOMATO - Zomato food order MUM
2025-06-20,"₹10,272",INDIGO - IndiGo flight AHM
2025-01-29,"6,603 INR",MAKEMYTRIP - MakeMyTrip booking UPI/BR6SSY
2025-06-06,835,ZOOM - Zoom subscription Txn OE9FWCI6OMYM
2025-06-09,"1,260",GITHUB - GitHub subscription DEL
2025-12-26,500 INR,CA CONSULT - CA consultation AHM
2025-02-18,917,IRCTC - IRCTC train booking AHM
2025-11-18,213.74,HDFC - HDFC bank charge Payment YJCQ48
2025-07-04,₹459,SPOTIFY - Spotify subscription BLR
2025-04-29,400,MICROSOFT - Microsoft 365 Txn PFK8348RQOV2
2025-06-16,"14,677 INR",MAKEMYTRIP - MakeMyTrip booking UPI/5UJ4Q8
2025-04-11,458,AIRTEL - Airtel broadband bill AHM
2025-12-17,"₹1,200",VISTARA - Vistara flight MUM
2025-03-27,152,HDFC - HDFC bank charge DEL
2025-01-31,171,IRCTC - IRCTC train booking Payment L4DGQ5
2025-03-07,390,NETFLIX - Netflix subscription
2025-12-22,"13,895.30",GOOGLE CLOUD - Google Cloud billing Payment LUFE35
2025-04-21,"2,943",GAS - Gas bill POS/X4CR8M
2025-04-23,₹500,FREELANCER - Freelance services MUM
2025-10-21,263,SWIGGY - Swiggy food order Txn 0RM3FXI0RJQR
2025-08-13,"₹2,288.42",NOTION - Notion subscription Ref 2DD2TDTJX7
2025-01-26,"1,369",SLACK - Slack subscription UPI/ATIBVX
2025-09-28,"3,119",WATER - Water bill DEL
2025-01-19,"₹4,446",VISTARA - Vistara flight MUM
2025-08-24,"2,975 INR",GITHUB - GitHub subscription DEL
2025-10-11,₹222,STARBUCKS - Starbucks coffee BLR
2025-01-22,"₹11,307",LEGAL - Legal services DEL
2025-07-16,₹482,ATLASSIAN - Atlassian Jira Txn BZ5YNDV3L0Z1
2025-10-11,"3,552",ATLASSIAN - Atlassian Jira Txn YPH8TTGIOHML
2025-02-21,₹615,STARBUCKS - Starbucks coffee AHM
2025-05-05,"6,736",AWS - AWS cloud charges DEL
2025-02-20,"3,415 INR",FLIPKART - Flipkart office supplies MUM
2025-03-02,"7,316",VISTARA - Vistara flight DEL
2025-08-13,"₹10,242.86",MAKEMYTRIP - MakeMyTrip booking BLR
2025-12-08,"1,164",DMART - DMart groceries Payment X0KD1N
2025-07-04,"₹2,309",JIO - Jio fiber bill DEL
2025-03-27,"₹5,723",UPI - UPI transfer Ref WQPLFKUDKS
2025-02-12,"10,093",GOOGLE ADS - Google ads spend Payment VZUG0G
2025-07-24,"4,886",AWS - AWS cloud charges Payment U6E340
2025-06-21,"4,320 INR",IMPS - IMPS transfer DEL
2025-05-09,"1,741 INR",AIRTEL - Airtel broadband bill Payment EZPL7U
2025-06-13,"₹9,595",GOOGLE ADS - Google ads spend MUM
2025-09-03,₹268.72,NOTION - Notion subscription Ref REFZ8LJSN4
2025-12-24,₹331,AIRTEL - Airtel broadband bill POS/SZ106A
2025-12-28,511.68 INR,SLACK - Slack subscription BLR
2025-10-01,95 INR,HDFC - HDFC bank charge AHM
2025-05-13,624,MICROSOFT - Microsoft 365 AHM
2025-04-29,"₹10,400",GOOGLE ADS - Google ads spend Txn V96Y74YG5AL5
2025-10-13,"2,696",GAS - Gas bill ONLINE/RNCT14
2025-10-18,₹232,OLA - Ola ride Txn SRO74HBS8YOO
2025-11-06,"1,799 INR",SLACK - Slack subscription
2025-08-12,"₹4,229",AMAZON - Amazon office supplies ONLINE/X87NFA
2025-01-10,540,UBER - Uber trip DEL
2025-05-08,200,BIGBASKET - BigBasket groceries UPI/TPEU9L
2025-01-16,₹365.05,NETFLIX - Netflix subscription UPI/Q8V1PD
2025-06-09,"₹2,299",MAKEMYTRIP - MakeMyTrip booking ONLINE/LJD921
2025-03-20,"₹10,235",VISTARA - Vistara flight BLR
2025-05-01,"₹1,211",ADOBE - Adobe subscription Txn 621C9QOCZ4E4
2025-05-01,₹50,UPI - UPI transfer MUM
2025-01-24,"3,422 INR",FLIPKART - Flipkart office supplies UPI/NFSP7Q
2025-05-08,"20,895 INR",GOOGLE ADS - Google ads spend
2025-06-06,"3,772 INR",INDIGO - IndiGo flight
2025-07-02,200 INR,GITHUB - GitHub subscription MUM
2025-01-17,577 INR,RELIANCE FRESH - Reliance Fresh groceries DEL
2025-10-27,50 INR,UBER - Uber trip Payment 0I4K2U
2025-02-16,"5,301 INR",MAKEMYTRIP - MakeMyTrip booking MUM
2025-09-05,"1,562.65",ATLASSIAN - Atlassian Jira AHM
2025-12-31,794.57,BIGBASKET - BigBasket groceries MUM
2025-02-21,"2,191",NOTION - Notion subscription
2025-09-30,"₹2,835",GITHUB - GitHub subscription AHM
2025-07-23,"₹11,512",CA CONSULT - CA consultation UPI/KLU3FT
2025-07-09,"₹12,287.82",GOOGLE CLOUD - Google Cloud billing DEL
2025-01-30,122,SBI - SBI service charge ONLINE/OCM2XC
2025-07-27,"1,762",GITHUB - GitHub subscription Ref TVO8SQSIOL
2025-10-28,"10,196 INR",GOIBIBO - Goibibo booking MUM
2025-05-09,757,KFC - KFC meal MUM
2025-10-18,500,LEGAL - Legal services AHM
2025-10-25,"3,024 INR",VISTARA - Vistara flight Payment 1TNRDU
2025-10-09,"₹1,921",IMPS - IMPS transfer POS/0EQ5Z0
2025-03-08,₹282,IRCTC - IRCTC train booking BLR
2025-04-25,478 INR,NETFLIX - Netflix subscription Txn AB2G8FUG9YTS
2025-07-22,"9,799",GOIBIBO - Goibibo booking Payment SPCKT0
2025-05-17,"₹1,123",GAS - Gas bill UPI/ALNLSC
2025-10-04,"₹1,200",MAKEMYTRIP - MakeMyTrip booking MUM
2025-07-29,500 INR,GOOGLE ADS - Google ads spend UPI/IFH39T
2025-02-05,"₹6,818",AMAZON - Amazon office supplies Ref TSCQCFVRYM
2025-07-06,"₹10,308",IMPS - IMPS transfer BLR
2025-09-02,"3,375.08",JIO - Jio fiber bill MUM
2025-09-30,₹746,UPI - UPI transfer Payment FCE4IL
2025-06-17,207 INR,NOTION - Notion subscription Payment UBVIHD
2025-08-02,10 INR,ICICI - ICICI bank fee ONLINE/8MGJKQ
2025-07-05,"1,556.03",AMAZON - Amazon office supplies Payment AGLP0O
2025-06-26,"₹7,919",FREELANCER - Freelance services DEL
2025-03-23,"4,218",WATER - Water bill BLR
2025-09-30,607,GAS - Gas bill Payment VHOXNY
2025-08-11,113 INR,SPOTIFY - Spotify subscription AHM
2025-09-02,50,UBER - Uber trip UPI/HJUOY4
2025-06-01,₹211,SBI - SBI service charge Ref 2WTGLVFPBI
2025-12-05,188 INR,HDFC - HDFC bank charge
2025-09-11,"1,599 INR",MAKEMYTRIP - MakeMyTrip booking
2025-04-23,"3,963 INR",CA CONSULT - CA consultation ONLINE/O8PA5O
2025-07-14,"4,425",AMAZON - Amazon office supplies ONLINE/2I21YL
2025-03-11,"5,925",INDIGO - IndiGo flight UPI/6CX5B1
2025-12-07,"1,437",GAS - Gas bill MUM
2025-11-05,309,SWIGGY - Swiggy food order Payment 53YSGU
2025-08-23,"₹8,939",UPI - UPI transfer DEL
2025-10-11,₹904,ZOMATO - Zomato food order MUM
2025-10-13,"12,467",CA CONSULT - CA consultation MUM
2025-06-19,"12,993 INR",LEGAL - Legal services AHM
2025-12-17,"₹17,259",GOOGLE CLOUD - Google Cloud billing
2025-11-02,91,UBER - Uber trip Ref LCD00GH5WL
2025-08-08,₹500,META ADS - Meta ads spend Ref 01GQ0B3MCJ
2025-01-06,653,KFC - KFC meal BLR
2025-06-12,"1,004.85",ELECTRICITY - Electricity bill AHM
2025-03-28,₹486,NETFLIX - Netflix subscription ONLINE/3F2KAG
2025-02-09,134 INR,STARBUCKS - Starbucks coffee DEL
2025-05-13,136,ICICI - ICICI bank fee POS/I745KJ
2025-02-15,"1,543",MICROSOFT - Microsoft 365 BLR
2025-08-03,₹283,STARBUCKS - Starbucks coffee DEL
2025-04-26,"₹2,930",JIO - Jio fiber bill MUM
2025-03-12,"1,952",SLACK - Slack subscription ONLINE/2SMVGA
2025-11-11,"8,920",GOIBIBO - Goibibo booking UPI/DS8XTG
2025-02-07,"₹4,529",NEFT - NEFT transfer Ref OE8FF9KUQB
2025-07-23,842.08,ZOMATO - Zomato food order AHM
2025-11-10,₹269,STARBUCKS - Starbucks coffee POS/PPKRTB
2025-12-19,543,STARBUCKS - Starbucks coffee AHM
2025-06-05,180.95,OLA - Ola ride POS/EIXK99
2025-08-06,"₹3,041.24",UPI - UPI transfer UPI/Q95BP7
2025-06-04,"2,585",GITHUB - GitHub subscription BLR
2025-11-25,"₹2,546",GITHUB - GitHub subscription BLR
2025-08-12,854,IRCTC - IRCTC train booking POS/4KMXLL
2025-07-31,"12,687",CA CONSULT - CA consultation POS/MJQ3J5
2025-08-24,496,ZOMATO - Zomato food order
2025-04-28,"5,222.94",FREELANCER - Freelance services Txn UGUKGRD7IGQQ
2025-09-01,50,UPI - UPI transfer UPI/JZ6YAI
2025-01-19,"6,426",LEGAL - Legal services Payment YCDIF0
2025-01-03,"6,990",FREELANCER - Freelance services DEL
2025-10-21,"₹2,042",ATLASSIAN - Atlassian Jira Ref H8DP0IOSSD
2025-02-06,"1,161.66",DMART - DMart groceries BLR
2025-07-24,"₹6,849",FLIPKART - Flipkart office supplies AHM
2025-08-14,551.64,STARBUCKS - Starbucks coffee AHM
2025-04-21,"14,324",LEGAL - Legal services MUM
2025-07-25,542 INR,SWIGGY - Swiggy food order UPI/T8XKBM
2025-12-06,"1,797.17 INR",ELECTRICITY - Electricity bill Payment 4PZAWE
2025-04-21,269 INR,UBER - Uber trip MUM
2025-01-26,"₹3,276.92",WATER - Water bill ONLINE/I6NIL6
2025-09-18,"₹14,558",GOIBIBO - Goibibo booking DEL
2025-03-18,"1,205",GOIBIBO - Goibibo booking AHM
2025-02-06,"12,089",GOOGLE CLOUD - Google Cloud billing AHM
2025-12-01,"3,373",FLIPKART - Flipkart office supplies Payment PW7M8B
2025-02-09,281 INR,IRCTC - IRCTC train booking DEL
2025-03-02,₹949,MICROSOFT - Microsoft 365 BLR
2025-04-16,"2,931",CA CONSULT - CA consultation DEL
2025-08-12,455,ZOOM - Zoom subscription MUM
2025-09-18,"₹12,143.03",CA CONSULT - CA consultation
2025-10-25,225 INR,DOMINOS - Dominos pizza BLR
2025-08-28,50,IMPS - IMPS transfer Payment NO8MIW
2025-09-16,"₹10,383",INDIGO - IndiGo flight Payment XG25KL
2025-01-18,"2,465",NOTION - Notion subscription DEL
2025-12-13,"1,902",GITHUB - GitHub subscription UPI/G7HSQU
2025-07-16,194,NETFLIX - Netflix subscription POS/JPMGGW
2025-07-04,"2,159",JIO - Jio fiber bill DEL
2025-10-07,357,NETFLIX - Netflix subscription Payment T4VOS7
2025-11-10,"₹2,187.38",ELECTRICITY - Electricity bill UPI/HTIFFV
2025-12-02,"₹16,821",GOOGLE ADS - Google ads spend Ref CTEWQ3QG7U
2025-03-05,"13,187",INDIGO - IndiGo flight BLR
2025-02-17,627 INR,AIRTEL - Airtel broadband bill ONLINE/VQILDV
2025-11-09,"6,562 INR",LEGAL - Legal services Payment GW3XN2
2025-04-30,"₹12,074",IMPS - IMPS transfer Txn Z5IU6R23DRX4
2025-10-19,"5,282",LEGAL - Legal services ONLINE/I8ZW81
2025-01-29,₹50,IMPS - IMPS transfer POS/CPN1YS
2025-01-18,"₹6,077",GOOGLE ADS - Google ads spend POS/L59ES7
2025-03-08,"1,230",MICROSOFT - Microsoft 365 Payment 6N10W2
2025-07-15,108,STARBUCKS - Starbucks coffee Txn A3IZ1WYZRV3E
2025-09-30,424 INR,SPOTIFY - Spotify subscription DEL
2025-11-15,₹363,SPOTIFY - Spotify subscription UPI/VKS153
2025-02-04,₹275.24,UBER - Uber trip ONLINE/IEY3VW
2025-06-16,₹683.43,DOMINOS - Dominos pizza BLR
2025-06-09,"₹10,275",INDIGO - IndiGo flight POS/D1QSS5
2025-07-29,"13,524",NEFT - NEFT transfer AHM
2025-06-24,"1,006",GAS - Gas bill POS/BV5PN8
2025-08-04,"14,984",FREELANCER - Freelance services UPI/1727IY
2025-02-28,"₹6,776",MAKEMYTRIP - MakeMyTrip booking AHM
2025-01-10,200,GAS - Gas bill AHM
2025-01-16,"3,693 INR",VISTARA - Vistara flight Txn VPZZ81DHCGV3
2025-01-17,₹311,UBER - Uber trip UPI/4J5QU9
2025-05-11,"₹1,483",RELIANCE FRESH - Reliance Fresh groceries AHM
2025-08-08,99.22,SBI - SBI service charge
2025-04-14,₹793,SWIGGY - Swiggy food order
2025-03-17,"1,129",LEGAL - Legal services Txn 8J3GCP5LWSHY
2025-06-14,"1,369 INR",JIO - Jio fiber bill Txn 0KATCPQURQZJ
2025-03-16,"₹2,190",NOTION - Notion subscription AHM
2025-01-17,₹835.48,SWIGGY - Swiggy food order AHM
2025-11-07,"2,192",SLACK - Slack subscription Payment OJKNAN
2025-01-13,479 INR,FLIPKART - Flipkart office supplies MUM
2025-06-30,"4,881 INR",VISTARA - Vistara flight Payment AGHHMV
2025-02-23,"₹1,027",NEFT - NEFT transfer AHM
2025-04-28,"1,118 INR",SLACK - Slack subscription BLR
2025-10-31,96 INR,SWIGGY - Swiggy food order MUM
2025-03-15,354,ATLASSIAN - Atlassian Jira MUM
2025-07-17,"₹9,720",INDIGO - IndiGo flight UPI/IFMQN3
2025-06-13,"2,183",RELIANCE FRESH - Reliance Fresh groceries Txn EH7DLVPE7V27
2025-10-27,404 INR,ATLASSIAN - Atlassian Jira BLR
2025-07-20,691.72,KFC - KFC meal BLR
2025-01-20,195.55,HDFC - HDFC bank charge AHM
2025-10-26,215,UBER - Uber trip POS/DL6TJ2
2025-11-26,530.71,ZOOM - Zoom subscription UPI/Z73BXF
2025-02-28,82 INR,UBER - Uber trip Payment AD2JK3
2025-12-25,"₹21,283",META ADS - Meta ads spend
2025-12-25,"2,072",SLACK - Slack subscription Txn O07CKWYZ9CB6
2025-06-07,₹272.41,DOMINOS - Dominos pizza Payment EWG7XC
2025-10-11,"1,063",NOTION - Notion subscription ONLINE/PNA4M1
2025-08-10,₹762,KFC - KFC meal MUM
2025-11-02,"1,280 INR",MICROSOFT - Microsoft 365 MUM
2025-11-05,₹350,NETFLIX - Netflix subscription Txn ASGXV9UMGMSY
2025-05-20,206,SBI - SBI service charge BLR
2025-12-21,133 INR,HDFC - HDFC bank charge ONLINE/9YJ9T2
2025-01-10,"11,153",CA CONSULT - CA consultation MUM
2025-02-10,10 INR,HDFC - HDFC bank charge Ref T92VE06422
2025-06-20,"4,588 INR",CA CONSULT - CA consultation DEL
2025-09-13,₹686.05,STARBUCKS - Starbucks coffee
2025-05-05,"4,857 INR",CA CONSULT - CA consultation POS/FIZS85
2025-11-11,"₹2,004",AMAZON - Amazon office supplies DEL
2025-09-21,₹957,SLACK - Slack subscription DEL
2025-09-19,"1,648 INR",RELIANCE FRESH - Reliance Fresh groceries MUM
2025-09-02,"1,255",ZOOM - Zoom subscription
2025-03-12,"₹2,523.74",NOTION - Notion subscription UPI/SL8SZO
2025-12-21,"6,136",GOOGLE ADS - Google ads spend AHM
2025-06-11,₹961.95,IRCTC - IRCTC train booking AHM
2025-07-21,"1,005",ATLASSIAN - Atlassian Jira Ref IX7GT4NTGH
2025-07-01,"18,807 INR",META ADS - Meta ads spend POS/78TMVP
2025-12-18,580,STARBUCKS - Starbucks coffee BLR
2025-05-10,"1,806 INR",AIRTEL - Airtel broadband bill ONLINE/1N4JYU
2025-05-17,"2,670.87 INR",RELIANCE FRESH - Reliance Fresh groceries AHM
2025-02-26,716,ZOMATO - Zomato food order BLR
2025-10-21,"₹1,461",VISTARA - Vistara flight BLR
2025-08-21,"2,245.20",JIO - Jio fiber bill Payment 2509P6
2025-08-06,790 INR,GITHUB - GitHub subscription AHM
2025-04-03,821 INR,ELECTRICITY - Electricity bill Txn E4S3TXREVLPY
2025-08-20,₹977,IRCTC - IRCTC train booking Txn NA94Y2AM6ZJM
